"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1116","MPHOSPH9","ENSG00000051825","1116.1.1","MPHOSPH9","ENSSSCG00000009779","M-phase phosphoprotein 9 [Source:VGNC Symbol;Acc:VGNC:90323]"
"1117","SLC25A28","ENSG00000155287","1117.1.1","SLC25A28","ENSSSCG00000037536","solute carrier family 25 member 28 [Source:VGNC Symbol;Acc:VGNC:93005]"
"1118","MON1B","ENSG00000103111","1118.1.1","MON1B","ENSSSCG00000002701","MON1 homolog B, secretory trafficking associated [Source:VGNC Symbol;Acc:VGNC:90300]"
"1119","SRSF7","ENSG00000115875","1119.1.1","SRSF7","ENSSSCG00000008484","serine and arginine rich splicing factor 7 [Source:VGNC Symbol;Acc:VGNC:93477]"
"1120","ATP6V0C","ENSG00000185883","1120.1.1","ENSSSCG00000008056","ENSSSCG00000008056",""
"1120","ATP6V0C","ENSG00000185883","1120.1.2","ENSSSCG00000034240","ENSSSCG00000034240",""
"1121","SETD7","ENSG00000145391","1121.1.1","SETD7","ENSSSCG00000030396","SET domain containing 7, histone lysine methyltransferase [Source:VGNC Symbol;Acc:VGNC:92762]"
"1122","NFKBIZ","ENSG00000144802","1122.1.1","NFKBIZ","ENSSSCG00000011951","NFKB inhibitor zeta [Source:VGNC Symbol;Acc:VGNC:90726]"
"1123","NEK4","ENSG00000114904","1123.1.1","NEK4","ENSSSCG00000011446","NIMA related kinase 4 [Source:VGNC Symbol;Acc:VGNC:98151]"
"1124","IQSEC1","ENSG00000144711","1124.1.1","IQSEC1","ENSSSCG00000027812","IQ motif and Sec7 domain ArfGEF 1 [Source:VGNC Symbol;Acc:VGNC:89194]"
"1125","CEP350","ENSG00000135837","1125.1.1","CEP350","ENSSSCG00000062714","centrosomal protein 350 [Source:HGNC Symbol;Acc:HGNC:24238]"
"1126","ADM","ENSG00000148926","1126.1.1","ADM","ENSSSCG00000013408","adrenomedullin [Source:NCBI gene (formerly Entrezgene);Acc:397195]"
"1127","SESN2","ENSG00000130766","1127.1.1","SESN2","ENSSSCG00000029438","sestrin 2 [Source:VGNC Symbol;Acc:VGNC:92754]"
"1128","SLC49A4","ENSG00000138463","1128.1.1","SLC49A4","ENSSSCG00000036766","solute carrier family 49 member 4 [Source:VGNC Symbol;Acc:VGNC:96597]"
"1129","DOLPP1","ENSG00000167130","1129.1.1","DOLPP1","ENSSSCG00000031669","dolichyldiphosphatase 1 [Source:VGNC Symbol;Acc:VGNC:87407]"
"1130","ARIH2","ENSG00000177479","1130.1.1","ARIH2","ENSSSCG00000011367","ariadne RBR E3 ubiquitin protein ligase 2 [Source:VGNC Symbol;Acc:VGNC:85512]"
"1131","ARL15","ENSG00000185305","1131.1.1","ARL15","ENSSSCG00000016894","ADP ribosylation factor like GTPase 15 [Source:VGNC Symbol;Acc:VGNC:85520]"
"1132","FUT8","ENSG00000033170","1132.1.1","FUT8","ENSSSCG00000002283","fucosyltransferase 8 [Source:VGNC Symbol;Acc:VGNC:109455]"
"1133","SRRM1","ENSG00000133226","1133.1.1","SRRM1","ENSSSCG00000032947","serine and arginine repetitive matrix 1 [Source:VGNC Symbol;Acc:VGNC:93467]"
"1134","PIK3R5","ENSG00000141506","1134.1.1","PIK3R5","ENSSSCG00000017991","phosphoinositide-3-kinase regulatory subunit 5 [Source:NCBI gene (formerly Entrezgene);Acc:396851]"
"1135","KHNYN","ENSG00000100441","1135.1.1","KHNYN","ENSSSCG00000001984","KH and NYN domain containing [Source:VGNC Symbol;Acc:VGNC:89426]"
"1136","ARMC7","ENSG00000125449","1136.1.1","N/A","N/A","N/A"
"1137","POLA2","ENSG00000014138","1137.1.1","POLA2","ENSSSCG00000012997","DNA polymerase alpha 2, accessory subunit [Source:VGNC Symbol;Acc:VGNC:100329]"
"1138","ABCD2","ENSG00000173208","1138.1.1","ABCD2","ENSSSCG00000000781","ATP binding cassette subfamily D member 2 [Source:VGNC Symbol;Acc:VGNC:84962]"
"1139","PLTP","ENSG00000100979","1139.1.1","PLTP","ENSSSCG00000007435","phospholipid transfer protein [Source:VGNC Symbol;Acc:VGNC:104029]"
"1140","XPO7","ENSG00000130227","1140.1.1","XPO7","ENSSSCG00000009611","exportin 7 [Source:VGNC Symbol;Acc:VGNC:95007]"
"1141","APPL1","ENSG00000157500","1141.1.1","APPL1","ENSSSCG00000032357","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:NCBI gene (formerly Entrezgene);Acc:100188978]"
"1142","DUS3L","ENSG00000141994","1142.1.1","DUS3L","ENSSSCG00000040968","dihydrouridine synthase 3 like [Source:VGNC Symbol;Acc:VGNC:103068]"
"1143","C16ORF46","ENSG00000166455","1143.1.1","C16orf46","ENSSSCG00000035388","chromosome 6 C16orf46 homolog [Source:VGNC Symbol;Acc:VGNC:86051]"
"1144","ZSWIM4","ENSG00000132003","1144.1.1","ZSWIM4","ENSSSCG00000013758","zinc finger SWIM-type containing 4 [Source:VGNC Symbol;Acc:VGNC:95333]"
"1145","SGK3","ENSG00000104205","1145.1.1","SGK3","ENSSSCG00000006206","serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]"
"1146","YWHAQ","ENSG00000134308","1146.1.1","YWHAQ","ENSSSCG00000008638","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:VGNC Symbol;Acc:VGNC:95046]"
"1147","PACS2","ENSG00000179364","1147.1.1","PACS2","ENSSSCG00000037671","phosphofurin acidic cluster sorting protein 2 [Source:VGNC Symbol;Acc:VGNC:91141]"
"1148","CDK2AP2","ENSG00000167797","1148.1.1","CDK2AP2","ENSSSCG00000012902","cyclin dependent kinase 2 associated protein 2 [Source:VGNC Symbol;Acc:VGNC:86503]"
"1149","FUCA2","ENSG00000001036","1149.1.1","FUCA2","ENSSSCG00000004133","alpha-L-fucosidase 2 [Source:VGNC Symbol;Acc:VGNC:88263]"
"1150","ERBIN","ENSG00000112851","1150.1.1","ERBIN","ENSSSCG00000016954","erbb2 interacting protein [Source:VGNC Symbol;Acc:VGNC:110659]"
"1151","TMED2","ENSG00000086598","1151.1.1","ENSSSCG00000009772","ENSSSCG00000009772","transmembrane p24 trafficking protein 2 [Source:VGNC Symbol;Acc:VGNC:111151]"
"1151","TMED2","ENSG00000086598","1151.1.2","ENSSSCG00000040966","ENSSSCG00000040966",""
"1152","USF1","ENSG00000158773","1152.1.1","USF1","ENSSSCG00000006371","upstream transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:98893]"
"1153","RIPK1","ENSG00000137275","1153.1.1","RIPK1","ENSSSCG00000001009","receptor interacting serine/threonine kinase 1 [Source:VGNC Symbol;Acc:VGNC:92319]"
"1154","CARD19","ENSG00000165233","1154.1.1","CARD19","ENSSSCG00000008077","caspase recruitment domain family member 19 [Source:VGNC Symbol;Acc:VGNC:86188]"
"1155","PARK7","ENSG00000116288","1155.1.1","PARK7","ENSSSCG00000003385","Parkinsonism associated deglycase [Source:NCBI gene (formerly Entrezgene);Acc:780404]"
"1156","LRRFIP1","ENSG00000124831","1156.1.1","ENSSSCG00000016330","ENSSSCG00000016330",""
"1157","HIVEP1","ENSG00000095951","1157.1.1","HIVEP1","ENSSSCG00000001049","HIVEP zinc finger 1 [Source:VGNC Symbol;Acc:VGNC:96585]"
"1158","NARS2","ENSG00000137513","1158.1.1","NARS2","ENSSSCG00000014893","asparaginyl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:104003]"
"1159","SOD2","ENSG00000291237","1159.1.1","SOD2","ENSSSCG00000040317","superoxide dismutase 2 [Source:NCBI gene (formerly Entrezgene);Acc:100154319]"
"1160","SMDT1","ENSG00000183172","1160.1.1","SMDT1","ENSSSCG00000020945","single-pass membrane protein with aspartate rich tail 1 [Source:VGNC Symbol;Acc:VGNC:93247]"
"1161","IPP","ENSG00000197429","1161.1.1","IPP","ENSSSCG00000040796","intracisternal A particle-promoted polypeptide [Source:VGNC Symbol;Acc:VGNC:89182]"
"1162","MAP3K14","ENSG00000006062","1162.1.1","MAP3K14","ENSSSCG00000017330","mitogen-activated protein kinase kinase kinase 14 [Source:VGNC Symbol;Acc:VGNC:98105]"
"1163","RRM2B","ENSG00000048392","1163.1.1","RRM2B","ENSSSCG00000036139","ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:VGNC Symbol;Acc:VGNC:92462]"
"1164","SAC3D1","ENSG00000168061","1164.1.1","SAC3D1","ENSSSCG00000013011","SAC3 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:92556]"
"1165","HSPD1","ENSG00000144381","1165.1.1","HSPD1","ENSSSCG00000016077","heat shock protein family D (Hsp60) member 1 [Source:NCBI gene (formerly Entrezgene);Acc:492279]"
"1166","TOR3A","ENSG00000186283","1166.1.1","TOR3A","ENSSSCG00000015525","torsin family 3 member A [Source:VGNC Symbol;Acc:VGNC:94320]"
"1167","BLOC1S6","ENSG00000104164","1167.1.1","BLOC1S6","ENSSSCG00000037384","biogenesis of lysosomal organelles complex 1 subunit 6 [Source:NCBI gene (formerly Entrezgene);Acc:100049678]"
"1168","FOSL2","ENSG00000075426","1168.1.1","FOSL2","ENSSSCG00000032527","FOS like 2, AP-1 transcription factor subunit [Source:VGNC Symbol;Acc:VGNC:88192]"
"1169","RASSF3","ENSG00000153179","1169.1.1","RASSF3","ENSSSCG00000039060","Ras association domain family member 3 [Source:VGNC Symbol;Acc:VGNC:92124]"
"1170","VPS26A","ENSG00000122958","1170.1.1","VPS26A","ENSSSCG00000010250","VPS26, retromer complex component A [Source:VGNC Symbol;Acc:VGNC:94844]"
"1171","SF1","ENSG00000168066","1171.1.1","SF1","ENSSSCG00000062583","splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]"
"1172","ARMH3","ENSG00000120029","1172.1.1","ARMH3","ENSSSCG00000010571","armadillo like helical domain containing 3 [Source:VGNC Symbol;Acc:VGNC:85534]"
"1173","TUT1","ENSG00000149016","1173.1.1","TUT1","ENSSSCG00000013063","terminal uridylyl transferase 1, U6 snRNA-specific [Source:VGNC Symbol;Acc:VGNC:100878]"
"1174","FZD1","ENSG00000157240","1174.1.1","FZD1","ENSSSCG00000036436","frizzled class receptor 1 [Source:VGNC Symbol;Acc:VGNC:88278]"
"1175","TMEM140","ENSG00000146859","1175.1.1","TMEM140","ENSSSCG00000040673","transmembrane protein 140 [Source:VGNC Symbol;Acc:VGNC:94088]"
"1176","VRK2","ENSG00000028116","1176.1.1","VRK2","ENSSSCG00000008395","VRK serine/threonine kinase 2 [Source:VGNC Symbol;Acc:VGNC:110730]"
"1177","RPN1","ENSG00000163902","1177.1.1","RPN1","ENSSSCG00000011612","ribophorin I [Source:NCBI gene (formerly Entrezgene);Acc:397606]"
"1178","ZNF821","ENSG00000102984","1178.1.1","ZNF821","ENSSSCG00000002741","zinc finger protein 821 [Source:VGNC Symbol;Acc:VGNC:95309]"
"1179","RAP1B","ENSG00000127314","1179.1.1","RAP1B","ENSSSCG00000032595","RAP1B, member of RAS onco family [Source:VGNC Symbol;Acc:VGNC:112547]"
"1180","RNPC3","ENSG00000185946","1180.1.1","RNPC3","ENSSSCG00000037254","RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]"
"1181","DGUOK","ENSG00000114956","1181.1.1","DGUOK","ENSSSCG00000008293","deoxyguanosine kinase [Source:VGNC Symbol;Acc:VGNC:87278]"
"1182","LSM6","ENSG00000164167","1182.1.1","LSM6","ENSSSCG00000035973","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:VGNC Symbol;Acc:VGNC:89875]"
"1183","LETM2","ENSG00000165046","1183.1.1","LETM2","ENSSSCG00000015816","leucine zipper and EF-hand containing transmembrane protein 2 [Source:VGNC Symbol;Acc:VGNC:95625]"
"1184","SAP130","ENSG00000136715","1184.1.1","SAP130","ENSSSCG00000015859","Sin3A associated protein 130 [Source:VGNC Symbol;Acc:VGNC:96231]"
"1185","MYC","ENSG00000136997","1185.1.1","MYC","ENSSSCG00000005965","MYC proto-oncogene, bHLH transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:448810]"
"1186","CXCR4","ENSG00000121966","1186.1.1","CXCR4","ENSSSCG00000039416","C-X-C motif chemokine receptor 4 [Source:NCBI gene (formerly Entrezgene);Acc:396659]"
"1187","KDM3A","ENSG00000115548","1187.1.1","KDM3A","ENSSSCG00000008221","lysine demethylase 3A [Source:VGNC Symbol;Acc:VGNC:89411]"
"1188","MASTL","ENSG00000120539","1188.1.1","MASTL","ENSSSCG00000011065","microtubule associated serine/threonine kinase like [Source:VGNC Symbol;Acc:VGNC:95902]"
"1189","TMEM43","ENSG00000170876","1189.1.1","TMEM43","ENSSSCG00000011603","transmembrane protein 43 [Source:VGNC Symbol;Acc:VGNC:99732]"
"1190","TMEM143","ENSG00000161558","1190.1.1","TMEM143","ENSSSCG00000030544","transmembrane protein 143 [Source:VGNC Symbol;Acc:VGNC:94090]"
"1191","CDC26","ENSG00000176386","1191.1.1","CDC26","ENSSSCG00000033177","cell division cycle 26 [Source:VGNC Symbol;Acc:VGNC:86447]"
"1192","PDIA4","ENSG00000155660","1192.1.1","PDIA4","ENSSSCG00000015453","protein disulfide isomerase family A member 4 [Source:NCBI gene (formerly Entrezgene);Acc:100522203]"
"1193","CTTNBP2NL","ENSG00000143079","1193.1.1","CTTNBP2NL","ENSSSCG00000006781","CTTNBP2 N-terminal like [Source:VGNC Symbol;Acc:VGNC:87082]"
"1194","SNX27","ENSG00000143376","1194.1.1","SNX27","ENSSSCG00000006619","sorting nexin 27 [Source:VGNC Symbol;Acc:VGNC:93316]"
"1195","RHBDF2","ENSG00000129667","1195.1.1","RHBDF2","ENSSSCG00000023362","rhomboid 5 homolog 2 [Source:VGNC Symbol;Acc:VGNC:92276]"
"1196","RAPH1","ENSG00000173166","1196.1.1","ENSSSCG00000016119","ENSSSCG00000016119",""
"1197","RNASEL","ENSG00000135828","1197.1.1","RNASEL","ENSSSCG00000015549","ribonuclease L [Source:NCBI gene (formerly Entrezgene);Acc:100048946]"
"1198","TEP1","ENSG00000129566","1198.1.1","TEP1","ENSSSCG00000002142","telomerase associated protein 1 [Source:VGNC Symbol;Acc:VGNC:93877]"
"1199","PTK2","ENSG00000169398","1199.1.1","PTK2","ENSSSCG00000038397","protein tyrosine kinase 2 [Source:VGNC Symbol;Acc:VGNC:98840]"
"1200","SESN1","ENSG00000080546","1200.1.1","SESN1","ENSSSCG00000004390","sestrin 1 [Source:VGNC Symbol;Acc:VGNC:92753]"
"1201","ALDH3A2","ENSG00000072210","1201.1.1","ALDH3A2","ENSSSCG00000018041","aldehyde dehydrogenase 3 family member A2 [Source:VGNC Symbol;Acc:VGNC:85239]"
"1202","PCGF1","ENSG00000115289","1202.1.1","ENSSSCG00000022995","ENSSSCG00000022995",""
"1202","PCGF1","ENSG00000115289","1202.1.2","ENSSSCG00000033366","ENSSSCG00000033366","polycomb group ring finger 1 [Source:VGNC Symbol;Acc:VGNC:110696]"
"1203","PSMD4","ENSG00000159352","1203.1.1","PSMD4","ENSSSCG00000006628","proteasome 26S subunit ubiquitin receptor, non-ATPase 4 [Source:VGNC Symbol;Acc:VGNC:98839]"
"1204","KDM4A","ENSG00000066135","1204.1.1","KDM4A","ENSSSCG00000026449","lysine demethylase 4A [Source:VGNC Symbol;Acc:VGNC:98484]"
"1205","TOP2B","ENSG00000077097","1205.1.1","TOP2B","ENSSSCG00000011213","DNA topoisomerase II beta [Source:NCBI gene (formerly Entrezgene);Acc:100156319]"
"1206","UBAP2","ENSG00000137073","1206.1.1","UBAP2","ENSSSCG00000010987","ubiquitin associated protein 2 [Source:VGNC Symbol;Acc:VGNC:95607]"
"1207","PTP4A2","ENSG00000184007","1207.1.1","PTP4A2","ENSSSCG00000039885","protein tyrosine phosphatase 4A2 [Source:VGNC Symbol;Acc:VGNC:91967]"
"1208","ART3","ENSG00000156219","1208.1.1","ART3","ENSSSCG00000008976","ADP-ribosyltransferase 3 (inactive) [Source:VGNC Symbol;Acc:VGNC:85552]"
"1209","BCL3","ENSG00000069399","1209.1.1","BCL3","ENSSSCG00000027426","BCL3 transcription coactivator [Source:NCBI gene (formerly Entrezgene);Acc:100738193]"
"1210","YPEL5","ENSG00000119801","1210.1.1","YPEL5","ENSSSCG00000008529","yippee like 5 [Source:VGNC Symbol;Acc:VGNC:95039]"
"1211","CCDC9","ENSG00000105321","1211.1.1","CCDC9","ENSSSCG00000024240","coiled-coil domain containing 9 [Source:VGNC Symbol;Acc:VGNC:86327]"
"1212","CCT6B","ENSG00000132141","1212.1.1","CCT6B","ENSSSCG00000022196","chaperonin containing TCP1 subunit 6B [Source:VGNC Symbol;Acc:VGNC:86384]"
"1213","COLGALT1","ENSG00000130309","1213.1.1","COLGALT1","ENSSSCG00000053735","collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26182]"
"1214","PRR12","ENSG00000126464","1214.1.1","ENSSSCG00000032668","ENSSSCG00000032668","proline rich 12 [Source:VGNC Symbol;Acc:VGNC:91851]"
"1215","INTS4","ENSG00000149262","1215.1.1","ENSSSCG00000023531","ENSSSCG00000023531",""
"1216","ORMDL1","ENSG00000128699","1216.1.1","ORMDL1","ENSSSCG00000016044","ORMDL sphingolipid biosynthesis regulator 1 [Source:VGNC Symbol;Acc:VGNC:104015]"
"1217","CASP6","ENSG00000138794","1217.1.1","CASP6","ENSSSCG00000009140","caspase 6 [Source:VGNC Symbol;Acc:VGNC:86202]"
"1218","N4BP1","ENSG00000102921","1218.1.1","N4BP1","ENSSSCG00000002841","NEDD4 binding protein 1 [Source:VGNC Symbol;Acc:VGNC:90553]"
"1219","GBP2","ENSG00000162645","1219.1.1","GBP2","ENSSSCG00000006923","guanylate binding protein 2, interferon-inducible [Source:NCBI gene (formerly Entrezgene);Acc:100153137]"
"1219","GBP2","ENSG00000162645","1219.1.2","ENSSSCG00000063342","ENSSSCG00000063342",""
"1220","TRAPPC6B","ENSG00000182400","1220.1.1","TRAPPC6B","ENSSSCG00000004986","trafficking protein particle complex subunit 6B [Source:VGNC Symbol;Acc:VGNC:94378]"
"1221","SIN3A","ENSG00000169375","1221.1.1","SIN3A","ENSSSCG00000001880","SIN3 transcription regulator family member A [Source:VGNC Symbol;Acc:VGNC:92879]"
"1222","RTRAF","ENSG00000087302","1222.1.1","RTRAF","ENSSSCG00000005029","RNA transcription, translation and transport factor [Source:NCBI gene (formerly Entrezgene);Acc:100154555]"
"1223","CASP9","ENSG00000132906","1223.1.1","CASP9","ENSSSCG00000003460","caspase 9 [Source:VGNC Symbol;Acc:VGNC:96938]"
"1224","FGD6","ENSG00000180263","1224.1.1","FGD6","ENSSSCG00000000901","FYVE, RhoGEF and PH domain containing 6 [Source:VGNC Symbol;Acc:VGNC:88099]"
"1225","MADD","ENSG00000110514","1225.1.1","MADD","ENSSSCG00000013235","MAP kinase activating death domain [Source:VGNC Symbol;Acc:VGNC:89942]"
"1226","XPO1","ENSG00000082898","1226.1.1","XPO1","ENSSSCG00000028228","exportin 1 [Source:VGNC Symbol;Acc:VGNC:95003]"
"1227","R3HCC1L","ENSG00000166024","1227.1.1","ENSSSCG00000010531","ENSSSCG00000010531","R3H domain and coiled-coil containing 1 like [Source:VGNC Symbol;Acc:VGNC:92037]"
"1228","EMP1","ENSG00000134531","1228.1.1","EMP1","ENSSSCG00000036723","epithelial membrane protein 1 [Source:VGNC Symbol;Acc:VGNC:87688]"
"1229","PANK1","ENSG00000152782","1229.1.1","PANK1","ENSSSCG00000010456","pantothenate kinase 1 [Source:VGNC Symbol;Acc:VGNC:107164]"
"1230","STAMBPL1","ENSG00000138134","1230.1.1","STAMBPL1","ENSSSCG00000010446","STAM binding protein like 1 [Source:VGNC Symbol;Acc:VGNC:93527]"
"1231","VCP","ENSG00000165280","1231.1.1","VCP","ENSSSCG00000005300","valosin containing protein [Source:VGNC Symbol;Acc:VGNC:109420]"
"1232","TBC1D13","ENSG00000107021","1232.1.1","TBC1D13","ENSSSCG00000005660","TBC1 domain family member 13 [Source:VGNC Symbol;Acc:VGNC:93763]"
"1233","HEG1","ENSG00000173706","1233.1.1","HEG1","ENSSSCG00000011859","heart development protein with EGF like domains 1 [Source:VGNC Symbol;Acc:VGNC:88836]"
"1234","SP3","ENSG00000172845","1234.1.1","SP3","ENSSSCG00000015962","Sp3 transcription factor [Source:VGNC Symbol;Acc:VGNC:95511]"
"1235","TET3","ENSG00000187605","1235.1.1","TET3","ENSSSCG00000008292","tet methylcytosine dioxygenase 3 [Source:VGNC Symbol;Acc:VGNC:93890]"
"1236","HMBOX1","ENSG00000147421","1236.1.1","HMBOX1","ENSSSCG00000009682","homeobox containing 1 [Source:VGNC Symbol;Acc:VGNC:88898]"
"1237","TARDBP","ENSG00000120948","1237.1.1","TARDBP","ENSSSCG00000023126","TAR DNA binding protein [Source:VGNC Symbol;Acc:VGNC:98624]"
"1238","TMEM11","ENSG00000178307","1238.1.1","TMEM11","ENSSSCG00000034040","transmembrane protein 11 [Source:VGNC Symbol;Acc:VGNC:94067]"
"1239","ATL3","ENSG00000184743","1239.1.1","ATL3","ENSSSCG00000013054","atlastin GTPase 3 [Source:VGNC Symbol;Acc:VGNC:85629]"
"1240","TMEM59","ENSG00000116209","1240.1.1","TMEM59","ENSSSCG00000034261","transmembrane protein 59 [Source:VGNC Symbol;Acc:VGNC:94192]"
"1241","MAX","ENSG00000125952","1241.1.1","MAX","ENSSSCG00000037267","MYC associated factor X [Source:VGNC Symbol;Acc:VGNC:90046]"
"1242","ZSWIM8","ENSG00000214655","1242.1.1","ZSWIM8","ENSSSCG00000010309","zinc finger SWIM-type containing 8 [Source:VGNC Symbol;Acc:VGNC:95337]"
"1243","VDAC2","ENSG00000165637","1243.1.1","ENSSSCG00000059521","ENSSSCG00000059521",""
"1244","STX3","ENSG00000166900","1244.1.1","STX3","ENSSSCG00000013119","syntaxin 3 [Source:VGNC Symbol;Acc:VGNC:93591]"
"1245","INPPL1","ENSG00000165458","1245.1.1","INPPL1","ENSSSCG00000014811","inositol polyphosphate phosphatase like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100462718]"
"1246","JAK2","ENSG00000096968","1246.1.1","JAK2","ENSSSCG00000005215","Janus kinase 2 [Source:VGNC Symbol;Acc:VGNC:89271]"
"1247","PLIN2","ENSG00000147872","1247.1.1","PLIN2","ENSSSCG00000035863","perilipin 2 [Source:VGNC Symbol;Acc:VGNC:91558]"
"1248","CAPZA1","ENSG00000116489","1248.1.1","CAPZA1","ENSSSCG00000006775","capping actin protein of muscle Z-line subunit alpha 1 [Source:NCBI gene (formerly Entrezgene);Acc:100037957]"
"1249","DUSP23","ENSG00000158716","1249.1.1","DUSP23","ENSSSCG00000033585","dual specificity phosphatase 23 [Source:VGNC Symbol;Acc:VGNC:87483]"
"1250","TNRC6A","ENSG00000090905","1250.1.1","TNRC6A","ENSSSCG00000038870","trinucleotide repeat containing adaptor 6A [Source:VGNC Symbol;Acc:VGNC:94292]"
"1251","NBEAL2","ENSG00000160796","1251.1.1","NBEAL2","ENSSSCG00000011330","neurobeachin like 2 [Source:VGNC Symbol;Acc:VGNC:90591]"
"1252","DNMT3A","ENSG00000119772","1252.1.1","DNMT3A","ENSSSCG00000029413","DNA methyltransferase 3 alpha [Source:VGNC Symbol;Acc:VGNC:87384]"
"1253","EIF2S2","ENSG00000125977","1253.1.1","EIF2S2","ENSSSCG00000026617","eukaryotic translation initiation factor 2 subunit beta [Source:VGNC Symbol;Acc:VGNC:96265]"
"1254","GMFB","ENSG00000197045","1254.1.1","GMFB","ENSSSCG00000026294","glia maturation factor beta [Source:VGNC Symbol;Acc:VGNC:88509]"
"1255","UFSP2","ENSG00000109775","1255.1.1","UFSP2","ENSSSCG00000015793","UFM1 specific peptidase 2 [Source:VGNC Symbol;Acc:VGNC:107178]"
"1256","GNAI2","ENSG00000114353","1256.1.1","GNAI2","ENSSSCG00000011399","G protein subunit alpha i2 [Source:VGNC Symbol;Acc:VGNC:88522]"
"1257","MAPKAPK2","ENSG00000162889","1257.1.1","MAPKAPK2","ENSSSCG00000015650","MAPK activated protein kinase 2 [Source:VGNC Symbol;Acc:VGNC:90011]"
"1258","SLC30A1","ENSG00000170385","1258.1.1","SLC30A1","ENSSSCG00000039472","solute carrier family 30 member 1 [Source:NCBI gene (formerly Entrezgene);Acc:503660]"
"1259","IBTK","ENSG00000005700","1259.1.1","IBTK","ENSSSCG00000004460","inhibitor of Bruton tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:89017]"
