"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1248","CAPZA1","ENSG00000116489","1248.1.2","Capza1","ENSMUSG00000070372","capping actin protein of muscle Z-line subunit alpha 1 [Source:MGI Symbol;Acc:MGI:106227]"
"1249","DUSP23","ENSG00000158716","1249.1.1","Dusp23","ENSMUSG00000026544","dual specificity phosphatase 23 [Source:MGI Symbol;Acc:MGI:1915690]"
"1250","TNRC6A","ENSG00000090905","1250.1.1","Tnrc6a","ENSMUSG00000052707","trinucleotide repeat containing 6a [Source:MGI Symbol;Acc:MGI:2385292]"
"1251","NBEAL2","ENSG00000160796","1251.1.1","Nbeal2","ENSMUSG00000056724","neurobeachin-like 2 [Source:MGI Symbol;Acc:MGI:2448554]"
"1252","DNMT3A","ENSG00000119772","1252.1.1","Dnmt3a","ENSMUSG00000020661","DNA methyltransferase 3A [Source:MGI Symbol;Acc:MGI:1261827]"
"1253","EIF2S2","ENSG00000125977","1253.1.1","Eif2s2","ENSMUSG00000074656","eukaryotic translation initiation factor 2 subunit 2 beta [Source:MGI Symbol;Acc:MGI:1914454]"
"1254","GMFB","ENSG00000197045","1254.1.1","Gmfb","ENSMUSG00000062014","glia maturation factor, beta [Source:MGI Symbol;Acc:MGI:1927133]"
"1255","UFSP2","ENSG00000109775","1255.1.1","Ufsp2","ENSMUSG00000031634","UFM1-specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1913679]"
"1256","GNAI2","ENSG00000114353","1256.1.1","Gnai2","ENSMUSG00000032562","G protein subunit alpha i2 [Source:MGI Symbol;Acc:MGI:95772]"
"1257","MAPKAPK2","ENSG00000162889","1257.1.1","Mapkapk2","ENSMUSG00000016528","MAP kinase-activated protein kinase 2 [Source:MGI Symbol;Acc:MGI:109298]"
"1258","SLC30A1","ENSG00000170385","1258.1.1","Slc30a1","ENSMUSG00000037434","solute carrier family 30 (zinc transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345281]"
"1259","IBTK","ENSG00000005700","1259.1.1","Ibtk","ENSMUSG00000035941","inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:MGI Symbol;Acc:MGI:1918677]"
"1260","PHTF1","ENSG00000116793","1260.1.1","Phtf1","ENSMUSG00000058388","putative homeodomain transcription factor 1 [Source:MGI Symbol;Acc:MGI:1332671]"
"1261","MIA3","ENSG00000154305","1261.1.1","Mia3","ENSMUSG00000056050","MIA SH3 domain ER export factor 3 [Source:MGI Symbol;Acc:MGI:2443183]"
"1262","ST3GAL1","ENSG00000008513","1262.1.1","St3gal1","ENSMUSG00000013846","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:98304]"
"1263","TXN","ENSG00000136810","1263.1.1","Txn1","ENSMUSG00000028367","thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]"
"1264","NDC1","ENSG00000058804","1264.1.1","Ndc1","ENSMUSG00000028614","NDC1 transmembrane nucleoporin [Source:MGI Symbol;Acc:MGI:1920037]"
"1265","SRSF3","ENSG00000112081","1265.1.1","Srsf3","ENSMUSG00000071172","serine and arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]"
"1266","COPS5","ENSG00000121022","1266.1.1","Cops5","ENSMUSG00000025917","COP9 signalosome subunit 5 [Source:MGI Symbol;Acc:MGI:1349415]"
"1267","ARMCX3","ENSG00000102401","1267.1.1","Armcx3","ENSMUSG00000049047","armadillo repeat containing, X-linked 3 [Source:MGI Symbol;Acc:MGI:1918953]"
"1268","DNAJC10","ENSG00000077232","1268.1.1","Dnajc10","ENSMUSG00000027006","DnaJ heat shock protein family (Hsp40) member C10 [Source:MGI Symbol;Acc:MGI:1914111]"
"1269","VPS8","ENSG00000156931","1269.1.1","Vps8","ENSMUSG00000033653","VPS8 CORVET complex subunit [Source:MGI Symbol;Acc:MGI:2146407]"
"1270","TBK1","ENSG00000183735","1270.1.1","Tbk1","ENSMUSG00000020115","TANK-binding kinase 1 [Source:MGI Symbol;Acc:MGI:1929658]"
"1271","SP4","ENSG00000105866","1271.1.1","Sp4","ENSMUSG00000025323","trans-acting transcription factor 4 [Source:MGI Symbol;Acc:MGI:107595]"
"1272","PRR3","ENSG00000204576","1272.1.1","Prr3","ENSMUSG00000038500","proline-rich polypeptide 3 [Source:MGI Symbol;Acc:MGI:1922460]"
"1273","CSNK2A1","ENSG00000101266","1273.1.1","Csnk2a1","ENSMUSG00000074698","casein kinase 2, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88543]"
"1274","ARHGAP31","ENSG00000031081","1274.1.1","Arhgap31","ENSMUSG00000022799","Rho GTPase activating protein 31 [Source:MGI Symbol;Acc:MGI:1333857]"
"1275","NDRG1","ENSG00000104419","1275.1.1","Ndrg1","ENSMUSG00000005125","N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]"
"1276","IDI1","ENSG00000067064","1276.1.1","Idi1","ENSMUSG00000058258","isopentenyl-diphosphate delta isomerase [Source:MGI Symbol;Acc:MGI:2442264]"
"1277","VAMP8","ENSG00000118640","1277.1.1","Vamp8","ENSMUSG00000050732","vesicle-associated membrane protein 8 [Source:MGI Symbol;Acc:MGI:1336882]"
"1278","ARMC2","ENSG00000118690","1278.1.1","Armc2","ENSMUSG00000071324","armadillo repeat containing 2 [Source:MGI Symbol;Acc:MGI:1916449]"
"1279","UBE4B","ENSG00000130939","1279.1.1","Ube4b","ENSMUSG00000028960","ubiquitination factor E4B [Source:MGI Symbol;Acc:MGI:1927086]"
"1280","IL6R","ENSG00000160712","1280.1.1","Il6ra","ENSMUSG00000027947","interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]"
"1281","PPARGC1B","ENSG00000155846","1281.1.1","Ppargc1b","ENSMUSG00000033871","peroxisome proliferative activated receptor, gamma, coactivator 1 beta [Source:MGI Symbol;Acc:MGI:2444934]"
"1282","HEATR6","ENSG00000068097","1282.1.1","Heatr6","ENSMUSG00000000976","HEAT repeat containing 6 [Source:MGI Symbol;Acc:MGI:1919790]"
"1283","FBXO24","ENSG00000106336","1283.1.1","Fbxo24","ENSMUSG00000089984","F-box protein 24 [Source:MGI Symbol;Acc:MGI:1918426]"
"1284","BRPF1","ENSG00000156983","1284.1.1","Brpf1","ENSMUSG00000001632","bromodomain and PHD finger containing, 1 [Source:MGI Symbol;Acc:MGI:1926033]"
"1285","TMBIM1","ENSG00000135926","1285.1.1","Tmbim1","ENSMUSG00000006301","transmembrane BAX inhibitor motif containing 1 [Source:MGI Symbol;Acc:MGI:1916910]"
"1286","MUTYH","ENSG00000132781","1286.1.1","Mutyh","ENSMUSG00000028687","mutY DNA glycosylase [Source:MGI Symbol;Acc:MGI:1917853]"
"1287","PAPSS1","ENSG00000138801","1287.1.1","Papss1","ENSMUSG00000028032","3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:MGI Symbol;Acc:MGI:1330587]"
"1288","CSDE1","ENSG00000009307","1288.1.1","Csde1","ENSMUSG00000068823","cold shock domain containing E1, RNA binding [Source:MGI Symbol;Acc:MGI:92356]"
"1289","IRF9","ENSG00000213928","1289.1.1","Irf9","ENSMUSG00000002325","interferon regulatory factor 9 [Source:MGI Symbol;Acc:MGI:107587]"
"1290","KLF7","ENSG00000118263","1290.1.1","Klf7","ENSMUSG00000025959","Kruppel-like transcription factor 7 (ubiquitous) [Source:MGI Symbol;Acc:MGI:1935151]"
"1291","DESI1","ENSG00000100418","1291.1.1","Desi1","ENSMUSG00000022472","desumoylating isopeptidase 1 [Source:MGI Symbol;Acc:MGI:106313]"
"1292","MRPL48","ENSG00000175581","1292.1.1","Mrpl48","ENSMUSG00000030706","mitochondrial ribosomal protein L48 [Source:MGI Symbol;Acc:MGI:1289321]"
"1293","EIF3A","ENSG00000107581","1293.1.1","Eif3a","ENSMUSG00000024991","eukaryotic translation initiation factor 3, subunit A [Source:MGI Symbol;Acc:MGI:95301]"
"1294","PNPLA7","ENSG00000130653","1294.1.1","Pnpla7","ENSMUSG00000036833","patatin-like phospholipase domain containing 7 [Source:MGI Symbol;Acc:MGI:2385325]"
"1295","ACTB","ENSG00000075624","1295.1.1","Actb","ENSMUSG00000029580","actin, beta [Source:MGI Symbol;Acc:MGI:87904]"
"1296","CIPC","ENSG00000198894","1296.1.1","Cipc","ENSMUSG00000034157","CLOCK interacting protein, circadian [Source:MGI Symbol;Acc:MGI:1919185]"
"1297","NUP205","ENSG00000155561","1297.1.1","Nup205","ENSMUSG00000038759","nucleoporin 205 [Source:MGI Symbol;Acc:MGI:2141625]"
"1298","SLC16A1","ENSG00000155380","1298.1.1","Slc16a1","ENSMUSG00000032902","solute carrier family 16 (monocarboxylic acid transporters), member 1 [Source:MGI Symbol;Acc:MGI:106013]"
"1299","TNFAIP2","ENSG00000185215","1299.1.1","Tnfaip2","ENSMUSG00000021281","tumor necrosis factor, alpha-induced protein 2 [Source:MGI Symbol;Acc:MGI:104960]"
"1300","KAT8","ENSG00000103510","1300.1.1","Kat8","ENSMUSG00000030801","K(lysine) acetyltransferase 8 [Source:MGI Symbol;Acc:MGI:1915023]"
"1301","ARL5C","ENSG00000141748","1301.1.1","Arl5c","ENSMUSG00000038352","ADP-ribosylation factor-like 5C [Source:MGI Symbol;Acc:MGI:3028577]"
"1302","CHST11","ENSG00000171310","1302.1.1","Chst11","ENSMUSG00000034612","carbohydrate sulfotransferase 11 [Source:MGI Symbol;Acc:MGI:1927166]"
"1303","VMP1","ENSG00000062716","1303.1.1","Vmp1","ENSMUSG00000018171","vacuole membrane protein 1 [Source:MGI Symbol;Acc:MGI:1923159]"
"1304","CDC27","ENSG00000004897","1304.1.1","Cdc27","ENSMUSG00000020687","cell division cycle 27 [Source:MGI Symbol;Acc:MGI:102685]"
"1305","HTRA2","ENSG00000115317","1305.1.1","Htra2","ENSMUSG00000068329","HtrA serine peptidase 2 [Source:MGI Symbol;Acc:MGI:1928676]"
"1306","DNAJB12","ENSG00000148719","1306.1.1","Dnajb12","ENSMUSG00000020109","DnaJ heat shock protein family (Hsp40) member B12 [Source:MGI Symbol;Acc:MGI:1931881]"
"1307","FADD","ENSG00000168040","1307.1.1","Fadd","ENSMUSG00000031077","Fas associated via death domain [Source:MGI Symbol;Acc:MGI:109324]"
"1308","PPP3CA","ENSG00000138814","1308.1.1","Ppp3ca","ENSMUSG00000028161","protein phosphatase 3, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:107164]"
"1309","ZNF335","ENSG00000198026","1309.1.1","Zfp335","ENSMUSG00000039834","zinc finger protein 335 [Source:MGI Symbol;Acc:MGI:2682313]"
"1310","GLG1","ENSG00000090863","1310.1.1","Glg1","ENSMUSG00000003316","golgi apparatus protein 1 [Source:MGI Symbol;Acc:MGI:104967]"
"1311","LATS1","ENSG00000131023","1311.1.1","Lats1","ENSMUSG00000040021","large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883]"
"1312","BMS1","ENSG00000165733","1312.1.1","Bms1","ENSMUSG00000030138","BMS1, ribosome biogenesis factor [Source:MGI Symbol;Acc:MGI:2446132]"
"1313","RAPGEF2","ENSG00000109756","1313.1.1","Rapgef2","ENSMUSG00000062232","Rap guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:2659071]"
"1314","UBE2F","ENSG00000184182","1314.1.1","Ube2f","ENSMUSG00000034343","ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171]"
"1315","OSBPL9","ENSG00000117859","1315.1.1","Osbpl9","ENSMUSG00000028559","oxysterol binding protein-like 9 [Source:MGI Symbol;Acc:MGI:1923784]"
"1316","PPM1A","ENSG00000100614","1316.1.1","Ppm1a","ENSMUSG00000021096","protein phosphatase 1A, magnesium dependent, alpha isoform [Source:MGI Symbol;Acc:MGI:99878]"
"1317","KIF5C","ENSG00000168280","1317.1.1","Kif5c","ENSMUSG00000026764","kinesin family member 5C [Source:MGI Symbol;Acc:MGI:1098269]"
"1318","SLC15A4","ENSG00000139370","1318.1.1","Slc15a4","ENSMUSG00000029416","solute carrier family 15, member 4 [Source:MGI Symbol;Acc:MGI:2140796]"
"1319","AGPAT5","ENSG00000155189","1319.1.1","Agpat5","ENSMUSG00000031467","1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:MGI Symbol;Acc:MGI:1196345]"
"1320","ROPN1L","ENSG00000145491","1320.1.1","Ropn1l","ENSMUSG00000022236","ropporin 1-like [Source:MGI Symbol;Acc:MGI:2182357]"
"1321","ITGB2","ENSG00000160255","1321.1.1","Itgb2l","ENSMUSG00000000157","integrin beta 2-like [Source:MGI Symbol;Acc:MGI:1277979]"
"1321","ITGB2","ENSG00000160255","1321.1.2","Itgb2","ENSMUSG00000000290","integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611]"
"1322","EAPP","ENSG00000129518","1322.1.1","Eapp","ENSMUSG00000054302","E2F-associated phosphoprotein [Source:MGI Symbol;Acc:MGI:1913516]"
"1323","FGFBP3","ENSG00000174721","1323.1.1","Fgfbp3","ENSMUSG00000047632","fibroblast growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:1919764]"
"1324","RNF121","ENSG00000137522","1324.1.1","Rnf121","ENSMUSG00000070426","ring finger protein 121 [Source:MGI Symbol;Acc:MGI:1922462]"
"1325","CMTM7","ENSG00000153551","1325.1.1","Cmtm7","ENSMUSG00000032436","CKLF-like MARVEL transmembrane domain containing 7 [Source:MGI Symbol;Acc:MGI:2447166]"
"1326","TFE3","ENSG00000068323","1326.1.1","Tfe3","ENSMUSG00000000134","transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]"
"1327","TAF15","ENSG00000270647","1327.1.1","Taf15","ENSMUSG00000020680","TATA-box binding protein associated factor 15 [Source:MGI Symbol;Acc:MGI:1917689]"
"1328","AKIRIN1","ENSG00000174574","1328.1.1","Akirin1","ENSMUSG00000023075","akirin 1 [Source:MGI Symbol;Acc:MGI:1915300]"
"1329","CMTM3","ENSG00000140931","1329.1.1","Cmtm3","ENSMUSG00000031875","CKLF-like MARVEL transmembrane domain containing 3 [Source:MGI Symbol;Acc:MGI:2447162]"
"1330","PLK2","ENSG00000145632","1330.1.1","Plk2","ENSMUSG00000021701","polo like kinase 2 [Source:MGI Symbol;Acc:MGI:1099790]"
"1331","CLPTM1","ENSG00000104853","1331.1.1","Clptm1","ENSMUSG00000002981","cleft lip and palate associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1927155]"
"1332","KCTD20","ENSG00000112078","1332.1.1","Kctd20","ENSMUSG00000005936","potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239]"
"1333","DUSP7","ENSG00000164086","1333.1.1","Dusp7","ENSMUSG00000053716","dual specificity phosphatase 7 [Source:MGI Symbol;Acc:MGI:2387100]"
"1334","PRDM7","ENSG00000126856","1334.1.1","Prdm9","ENSMUSG00000051977","PR domain containing 9 [Source:MGI Symbol;Acc:MGI:2384854]"
"1335","HIP1","ENSG00000127946","1335.1.1","Hip1","ENSMUSG00000039959","huntingtin interacting protein 1 [Source:MGI Symbol;Acc:MGI:1099804]"
"1336","PGM2","ENSG00000169299","1336.1.1","Pgm2","ENSMUSG00000029171","phosphoglucomutase 2 [Source:MGI Symbol;Acc:MGI:97564]"
"1337","NFE2L2","ENSG00000116044","1337.1.1","Nfe2l2","ENSMUSG00000015839","nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]"
"1338","PLEKHM1","ENSG00000225190","1338.1.1","Plekhm1","ENSMUSG00000034247","pleckstrin homology domain containing, family M (with RUN domain) member 1 [Source:MGI Symbol;Acc:MGI:2443207]"
"1339","OTUD4","ENSG00000164164","1339.1.1","Otud4","ENSMUSG00000036990","OTU domain containing 4 [Source:MGI Symbol;Acc:MGI:1098801]"
"1340","LILRB1","ENSG00000104972","1340.1.1","Lilra6","ENSMUSG00000030427","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [Source:MGI Symbol;Acc:MGI:1195969]"
"1340","LILRB1","ENSG00000104972","1340.1.2","Pirb","ENSMUSG00000058818","paired Ig-like receptor B [Source:MGI Symbol;Acc:MGI:894311]"
"1340","LILRB1","ENSG00000104972","1340.1.3","Lilra5","ENSMUSG00000070873","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 [Source:MGI Symbol;Acc:MGI:3647196]"
"1340","LILRB1","ENSG00000104972","1340.1.4","Pira12","ENSMUSG00000074417","paired-Ig-like receptor A12 [Source:MGI Symbol;Acc:MGI:3709645]"
"1340","LILRB1","ENSG00000104972","1340.1.5","Pira13","ENSMUSG00000074419","paired-Ig-like receptor A13 [Source:MGI Symbol;Acc:MGI:3705216]"
"1340","LILRB1","ENSG00000104972","1340.1.6","Pira1","ENSMUSG00000081665","paired-Ig-like receptor A1 [Source:MGI Symbol;Acc:MGI:1195971]"
"1340","LILRB1","ENSG00000104972","1340.1.7","Pira2","ENSMUSG00000089942","paired-Ig-like receptor A2 [Source:MGI Symbol;Acc:MGI:1195970]"
"1341","VPS37A","ENSG00000155975","1341.1.1","Vps37a","ENSMUSG00000031600","vacuolar protein sorting 37A [Source:MGI Symbol;Acc:MGI:1261835]"
"1342","FURIN","ENSG00000140564","1342.1.1","Furin","ENSMUSG00000030530","furin, paired basic amino acid cleaving enzyme [Source:MGI Symbol;Acc:MGI:97513]"
"1343","EHBP1L1","ENSG00000173442","1343.1.1","Ehbp1l1","ENSMUSG00000024937","EH domain binding protein 1-like 1 [Source:MGI Symbol;Acc:MGI:3612340]"
"1344","ATXN7L1","ENSG00000146776","1344.1.1","Atxn7l1","ENSMUSG00000020564","ataxin 7-like 1 [Source:MGI Symbol;Acc:MGI:3584458]"
"1345","HIF1A","ENSG00000100644","1345.1.1","Hif1a","ENSMUSG00000021109","hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]"
"1346","GNPTAB","ENSG00000111670","1346.1.1","Gnptab","ENSMUSG00000035311","N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits [Source:MGI Symbol;Acc:MGI:3643902]"
"1347","CASP3","ENSG00000164305","1347.1.1","Casp3","ENSMUSG00000031628","caspase 3 [Source:MGI Symbol;Acc:MGI:107739]"
"1348","H3-3A","ENSG00000132475","1348.1.1","N/A","N/A","N/A"
"1348","H3-3A","ENSG00000163041","1348.2.1","H3f3a","ENSMUSG00000060743","H3.3 histone A [Source:MGI Symbol;Acc:MGI:1097686]"
"1349","CS","ENSG00000062485","1349.1.1","Cs","ENSMUSG00000005683","citrate synthase [Source:MGI Symbol;Acc:MGI:88529]"
"1349","CS","ENSG00000062485","1349.1.2","Csl","ENSMUSG00000046934","citrate synthase like [Source:MGI Symbol;Acc:MGI:1919082]"
"1350","SMC3","ENSG00000108055","1350.1.1","Smc3","ENSMUSG00000024974","structural maintenance of chromosomes 3 [Source:MGI Symbol;Acc:MGI:1339795]"
"1351","CAPZB","ENSG00000077549","1351.1.1","Capzb","ENSMUSG00000028745","capping actin protein of muscle Z-line subunit beta [Source:MGI Symbol;Acc:MGI:104652]"
"1352","CDK16","ENSG00000102225","1352.1.1","Cdk16","ENSMUSG00000031065","cyclin dependent kinase 16 [Source:MGI Symbol;Acc:MGI:97516]"
"1353","CCT8","ENSG00000156261","1353.1.1","Cct8","ENSMUSG00000025613","chaperonin containing TCP1 subunit 8 [Source:MGI Symbol;Acc:MGI:107183]"
"1354","TNIP3","ENSG00000050730","1354.1.1","Tnip3","ENSMUSG00000044162","TNFAIP3 interacting protein 3 [Source:MGI Symbol;Acc:MGI:3041165]"
"1355","SMARCA2","ENSG00000080503","1355.1.1","Smarca2","ENSMUSG00000024921","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:MGI Symbol;Acc:MGI:99603]"
"1356","SSBP4","ENSG00000130511","1356.1.1","Ssbp4","ENSMUSG00000070003","single stranded DNA binding protein 4 [Source:MGI Symbol;Acc:MGI:1924150]"
"1357","HNRNPF","ENSG00000169813","1357.1.1","Hnrnpf","ENSMUSG00000042079","heterogeneous nuclear ribonucleoprotein F [Source:MGI Symbol;Acc:MGI:2138741]"
"1358","MOCS2","ENSG00000164172","1358.1.1","Mocs2","ENSMUSG00000015536","molybdenum cofactor synthesis 2 [Source:MGI Symbol;Acc:MGI:1336894]"
"1359","VAMP4","ENSG00000117533","1359.1.1","Vamp4","ENSMUSG00000026696","vesicle-associated membrane protein 4 [Source:MGI Symbol;Acc:MGI:1858730]"
"1360","STXBP3","ENSG00000116266","1360.1.1","Stxbp3","ENSMUSG00000027882","syntaxin binding protein 3 [Source:MGI Symbol;Acc:MGI:107362]"
"1361","DLD","ENSG00000091140","1361.1.1","Dld","ENSMUSG00000020664","dihydrolipoamide dehydrogenase [Source:MGI Symbol;Acc:MGI:107450]"
"1362","RFTN1","ENSG00000131378","1362.1.1","Rftn1","ENSMUSG00000039316","raftlin lipid raft linker 1 [Source:MGI Symbol;Acc:MGI:1923688]"
"1363","IFNAR2","ENSG00000159110","1363.1.1","Ifnar2","ENSMUSG00000022971","interferon (alpha and beta) receptor 2 [Source:MGI Symbol;Acc:MGI:1098243]"
"1364","PRPSAP2","ENSG00000141127","1364.1.1","Prpsap2","ENSMUSG00000020528","phosphoribosyl pyrophosphate synthetase-associated protein 2 [Source:MGI Symbol;Acc:MGI:2384838]"
"1365","ZYX","ENSG00000159840","1365.1.1","Zyx","ENSMUSG00000029860","zyxin [Source:MGI Symbol;Acc:MGI:103072]"
"1366","RSBN1","ENSG00000081019","1366.1.1","Rsbn1","ENSMUSG00000044098","rosbin, round spermatid basic protein 1 [Source:MGI Symbol;Acc:MGI:2444993]"
"1367","MED16","ENSG00000175221","1367.1.1","Med16","ENSMUSG00000013833","mediator complex subunit 16 [Source:MGI Symbol;Acc:MGI:2158394]"
"1368","NR1H3","ENSG00000025434","1368.1.1","Nr1h3","ENSMUSG00000002108","nuclear receptor subfamily 1, group H, member 3 [Source:MGI Symbol;Acc:MGI:1352462]"
"1369","RNF103","ENSG00000239305","1369.1.1","Rnf103","ENSMUSG00000052656","ring finger protein 103 [Source:MGI Symbol;Acc:MGI:109483]"
"1370","MAP3K6","ENSG00000142733","1370.1.1","Map3k6","ENSMUSG00000028862","mitogen-activated protein kinase kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1855691]"
"1371","ACBD5","ENSG00000107897","1371.1.1","Acbd5","ENSMUSG00000026781","acyl-Coenzyme A binding domain containing 5 [Source:MGI Symbol;Acc:MGI:1921409]"
"1372","TSPAN4","ENSG00000214063","1372.1.1","Tspan4","ENSMUSG00000025511","tetraspanin 4 [Source:MGI Symbol;Acc:MGI:1928097]"
"1373","DOK2","ENSG00000147443","1373.1.1","Dok2","ENSMUSG00000022102","docking protein 2 [Source:MGI Symbol;Acc:MGI:1332623]"
"1374","S100A4","ENSG00000196154","1374.1.1","S100a4","ENSMUSG00000001020","S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282]"
"1375","CABYR","ENSG00000154040","1375.1.1","Cabyr","ENSMUSG00000024430","calcium binding tyrosine phosphorylation regulated [Source:MGI Symbol;Acc:MGI:1918382]"
"1376","RELCH","ENSG00000134444","1376.1.1","Relch","ENSMUSG00000026319","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:MGI Symbol;Acc:MGI:1922832]"
"1377","KPNA1","ENSG00000114030","1377.1.1","Kpna1","ENSMUSG00000022905","karyopherin subunit alpha 1 [Source:MGI Symbol;Acc:MGI:103560]"
"1378","KPNB1","ENSG00000108424","1378.1.1","Kpnb1","ENSMUSG00000001440","karyopherin subunit beta 1 [Source:MGI Symbol;Acc:MGI:107532]"
"1379","SS18","ENSG00000141380","1379.1.1","Ss18","ENSMUSG00000037013","SS18, subunit of BAF chromatin remodeling complex [Source:MGI Symbol;Acc:MGI:107708]"
"1380","FADS2","ENSG00000134824","1380.1.1","Fads2","ENSMUSG00000024665","fatty acid desaturase 2 [Source:MGI Symbol;Acc:MGI:1930079]"
"1381","ERN1","ENSG00000178607","1381.1.1","Ern1","ENSMUSG00000020715","endoplasmic reticulum to nucleus signalling 1 [Source:MGI Symbol;Acc:MGI:1930134]"
"1382","BICD2","ENSG00000185963","1382.1.1","Bicd2","ENSMUSG00000037933","BICD cargo adaptor 2 [Source:MGI Symbol;Acc:MGI:1924145]"
"1383","MBNL2","ENSG00000139793","1383.1.1","Mbnl2","ENSMUSG00000022139","muscleblind like splicing factor 2 [Source:MGI Symbol;Acc:MGI:2145597]"
