"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1223","CASP9","ENSG00000132906","1223.1.1","casp9","ENSDARG00000004325","caspase 9, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-030825-5]"
"1224","FGD6","ENSG00000180263","1224.1.1","fgd6","ENSDARG00000045528","FYVE, RhoGEF and PH domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-041210-200]"
"1225","MADD","ENSG00000110514","1225.1.1","MADD","ENSDARG00000003495","MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]"
"1226","XPO1","ENSG00000082898","1226.1.1","xpo1b","ENSDARG00000063229","exportin 1 (CRM1 homolog, yeast) b [Source:ZFIN;Acc:ZDB-GENE-070530-6]"
"1226","XPO1","ENSG00000082898","1226.1.2","xpo1a","ENSDARG00000078041","exportin 1 (CRM1 homolog, yeast) a [Source:ZFIN;Acc:ZDB-GENE-050309-201]"
"1227","R3HCC1L","ENSG00000166024","1227.1.1","r3hcc1l","ENSDARG00000089243","R3H domain and coiled-coil containing 1-like [Source:ZFIN;Acc:ZDB-GENE-030131-4156]"
"1228","EMP1","ENSG00000134531","1228.1.1","emp1","ENSDARG00000069632","epithelial membrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-070822-2]"
"1229","PANK1","ENSG00000152782","1229.1.1","pank1a","ENSDARG00000008192","pantothenate kinase 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2846]"
"1229","PANK1","ENSG00000152782","1229.1.2","pank1b","ENSDARG00000010098","pantothenate kinase 1b [Source:ZFIN;Acc:ZDB-GENE-070209-259]"
"1230","STAMBPL1","ENSG00000138134","1230.1.1","stambpl1","ENSDARG00000003085","STAM binding protein-like 1 [Source:ZFIN;Acc:ZDB-GENE-100215-4]"
"1231","VCP","ENSG00000165280","1231.1.1","vcp","ENSDARG00000020008","valosin containing protein [Source:ZFIN;Acc:ZDB-GENE-030131-5408]"
"1232","TBC1D13","ENSG00000107021","1232.1.1","N/A","N/A","N/A"
"1233","HEG1","ENSG00000173706","1233.1.1","heg1","ENSDARG00000018441","heart development protein with EGF-like domains 1 [Source:ZFIN;Acc:ZDB-GENE-040714-1]"
"1234","SP3","ENSG00000172845","1234.1.1","sp3a","ENSDARG00000001549","sp3a transcription factor [Source:ZFIN;Acc:ZDB-GENE-070410-111]"
"1234","SP3","ENSG00000172845","1234.1.2","sp3b","ENSDARG00000007812","Sp3b transcription factor [Source:ZFIN;Acc:ZDB-GENE-110815-3]"
"1235","TET3","ENSG00000187605","1235.1.1","tet3","ENSDARG00000062646","tet methylcytosine dioxygenase 3 [Source:ZFIN;Acc:ZDB-GENE-060526-109]"
"1236","HMBOX1","ENSG00000147421","1236.1.1","hmbox1a","ENSDARG00000027082","homeobox containing 1a [Source:ZFIN;Acc:ZDB-GENE-050913-89]"
"1236","HMBOX1","ENSG00000147421","1236.1.2","HMBOX1","ENSDARG00000109287","homeobox containing 1 [Source:HGNC Symbol;Acc:HGNC:26137]"
"1237","TARDBP","ENSG00000120948","1237.1.1","tardbpa","ENSDARG00000004452","TAR DNA binding protein a [Source:ZFIN;Acc:ZDB-GENE-031030-1]"
"1237","TARDBP","ENSG00000120948","1237.1.2","tardbpb","ENSDARG00000040031","TAR DNA binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-3777]"
"1238","TMEM11","ENSG00000178307","1238.1.1","tmem11","ENSDARG00000070866","transmembrane protein 11 [Source:ZFIN;Acc:ZDB-GENE-050417-37]"
"1239","ATL3","ENSG00000184743","1239.1.1","atl3","ENSDARG00000004270","atlastin 3 [Source:ZFIN;Acc:ZDB-GENE-041010-109]"
"1240","TMEM59","ENSG00000116209","1240.1.1","tmem59","ENSDARG00000019033","transmembrane protein 59 [Source:ZFIN;Acc:ZDB-GENE-070912-397]"
"1241","MAX","ENSG00000125952","1241.1.1","max","ENSDARG00000024844","myc associated factor X [Source:ZFIN;Acc:ZDB-GENE-990415-152]"
"1242","ZSWIM8","ENSG00000214655","1242.1.1","zswim8","ENSDARG00000069397","zinc finger, SWIM-type containing 8 [Source:ZFIN;Acc:ZDB-GENE-050320-59]"
"1243","VDAC2","ENSG00000165637","1243.1.1","vdac2","ENSDARG00000013623","voltage-dependent anion channel 2 [Source:ZFIN;Acc:ZDB-GENE-030131-845]"
"1244","STX3","ENSG00000166900","1244.1.1","stx3b","ENSDARG00000001880","syntaxin 3b [Source:ZFIN;Acc:ZDB-GENE-040426-1489]"
"1244","STX3","ENSG00000166900","1244.1.2","stx3a","ENSDARG00000051981","syntaxin 3a [Source:ZFIN;Acc:ZDB-GENE-070620-13]"
"1245","INPPL1","ENSG00000165458","1245.1.1","inppl1a","ENSDARG00000104222","inositol polyphosphate phosphatase-like 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3904]"
"1246","JAK2","ENSG00000096968","1246.1.1","jak2b","ENSDARG00000018882","Janus kinase 2b [Source:ZFIN;Acc:ZDB-GENE-980526-123]"
"1246","JAK2","ENSG00000096968","1246.1.2","jak2a","ENSDARG00000104808","Janus kinase 2a [Source:ZFIN;Acc:ZDB-GENE-980526-481]"
"1247","PLIN2","ENSG00000147872","1247.1.1","plin6","ENSDARG00000076844","perilipin 6 [Source:ZFIN;Acc:ZDB-GENE-070410-23]"
"1248","CAPZA1","ENSG00000116489","1248.1.1","capza1a","ENSDARG00000034240","capping actin protein of muscle Z-line subunit alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-5237]"
"1248","CAPZA1","ENSG00000116489","1248.1.2","capza1b","ENSDARG00000056090","capping actin protein of muscle Z-line subunit alpha 1b [Source:ZFIN;Acc:ZDB-GENE-031002-24]"
"1249","DUSP23","ENSG00000158716","1249.1.1","dusp23a","ENSDARG00000009844","dual specificity phosphatase 23a [Source:ZFIN;Acc:ZDB-GENE-030131-2554]"
"1249","DUSP23","ENSG00000158716","1249.1.2","dusp23b","ENSDARG00000089245","dual specificity phosphatase 23b [Source:ZFIN;Acc:ZDB-GENE-040718-163]"
"1250","TNRC6A","ENSG00000090905","1250.1.1","TNRC6A","ENSDARG00000079688","trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969]"
"1251","NBEAL2","ENSG00000160796","1251.1.1","NBEAL2","ENSDARG00000098641","neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]"
"1252","DNMT3A","ENSG00000119772","1252.1.1","dnmt3aa","ENSDARG00000005394","DNA (cytosine-5-)-methyltransferase 3 alpha a [Source:ZFIN;Acc:ZDB-GENE-050314-5]"
"1252","DNMT3A","ENSG00000119772","1252.1.2","dnmt3ab","ENSDARG00000015566","DNA (cytosine-5-)-methyltransferase 3 alpha b [Source:ZFIN;Acc:ZDB-GENE-050314-3]"
"1253","EIF2S2","ENSG00000125977","1253.1.1","eif2s2","ENSDARG00000053047","eukaryotic translation initiation factor 2, subunit 2 beta [Source:ZFIN;Acc:ZDB-GENE-030131-3085]"
"1254","GMFB","ENSG00000197045","1254.1.1","gmfb","ENSDARG00000028327","glia maturation factor, beta [Source:ZFIN;Acc:ZDB-GENE-040426-2114]"
"1255","UFSP2","ENSG00000109775","1255.1.1","ufsp2","ENSDARG00000056369","ufm1-specific peptidase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8726]"
"1256","GNAI2","ENSG00000114353","1256.1.1","gnai2b","ENSDARG00000017294","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5861]"
"1256","GNAI2","ENSG00000114353","1256.1.2","gnai2a","ENSDARG00000018174","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8365]"
"1257","MAPKAPK2","ENSG00000162889","1257.1.1","mapkapk2a","ENSDARG00000002552","MAPK activated protein kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-5532]"
"1257","MAPKAPK2","ENSG00000162889","1257.1.2","mapkapk2b","ENSDARG00000018530","MAPK activated protein kinase 2b [Source:ZFIN;Acc:ZDB-GENE-071018-1]"
"1258","SLC30A1","ENSG00000170385","1258.1.1","slc30a1a","ENSDARG00000005463","solute carrier family 30 member 1a [Source:ZFIN;Acc:ZDB-GENE-040426-1840]"
"1258","SLC30A1","ENSG00000170385","1258.1.2","slc30a1b","ENSDARG00000053896","solute carrier family 30 member 1b [Source:ZFIN;Acc:ZDB-GENE-070424-43]"
"1259","IBTK","ENSG00000005700","1259.1.1","ibtk","ENSDARG00000074424","inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-030131-6246]"
"1260","PHTF1","ENSG00000116793","1260.1.1","phtf1","ENSDARG00000057708","putative homeodomain transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-080204-123]"
"1261","MIA3","ENSG00000154305","1261.1.1","N/A","N/A","N/A"
"1262","ST3GAL1","ENSG00000008513","1262.1.1","st3gal1l","ENSDARG00000079310","ST3 beta-galactoside alpha-2,3-sialyltransferase 1, like [Source:ZFIN;Acc:ZDB-GENE-060321-2]"
"1262","ST3GAL1","ENSG00000008513","1262.1.2","ENSDARG00000079654","ENSDARG00000079654",""
"1262","ST3GAL1","ENSG00000008513","1262.1.3","st3gal1l3","ENSDARG00000099289","ST3 beta-galactoside alpha-2,3-sialyltransferase 1, like 3 [Source:ZFIN;Acc:ZDB-GENE-100922-174]"
"1263","TXN","ENSG00000136810","1263.1.1","txna","ENSDARG00000031435","thioredoxin a [Source:ZFIN;Acc:ZDB-GENE-030131-8581]"
"1263","TXN","ENSG00000136810","1263.1.2","txnb","ENSDARG00000044125","thioredoxin b [Source:ZFIN;Acc:ZDB-GENE-040718-162]"
"1264","NDC1","ENSG00000058804","1264.1.1","ndc1","ENSDARG00000021120","NDC1 transmembrane nucleoporin [Source:ZFIN;Acc:ZDB-GENE-030131-7176]"
"1265","SRSF3","ENSG00000112081","1265.1.1","srsf3a","ENSDARG00000025397","serine and arginine rich splicing factor 3a [Source:ZFIN;Acc:ZDB-GENE-030616-631]"
"1265","SRSF3","ENSG00000112081","1265.1.2","srsf3b","ENSDARG00000059360","serine and arginine rich splicing factor 3b [Source:ZFIN;Acc:ZDB-GENE-071005-2]"
"1266","COPS5","ENSG00000121022","1266.1.1","cops5","ENSDARG00000057624","COP9 signalosome subunit 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1686]"
"1267","ARMCX3","ENSG00000102401","1267.1.1","armc10","ENSDARG00000062960","armadillo repeat containing 10 [Source:ZFIN;Acc:ZDB-GENE-131121-630]"
"1268","DNAJC10","ENSG00000077232","1268.1.1","dnajc10","ENSDARG00000074727","DnaJ (Hsp40) homolog, subfamily C, member 10 [Source:ZFIN;Acc:ZDB-GENE-070327-1]"
"1269","VPS8","ENSG00000156931","1269.1.1","vps8","ENSDARG00000060477","VPS8 subunit of CORVET complex [Source:ZFIN;Acc:ZDB-GENE-060503-348]"
"1270","TBK1","ENSG00000183735","1270.1.1","tbk1","ENSDARG00000103095","TANK-binding kinase 1 [Source:ZFIN;Acc:ZDB-GENE-060512-359]"
"1271","SP4","ENSG00000105866","1271.1.1","sp4","ENSDARG00000005186","sp4 transcription factor [Source:ZFIN;Acc:ZDB-GENE-031202-3]"
"1272","PRR3","ENSG00000204576","1272.1.1","N/A","N/A","N/A"
"1273","CSNK2A1","ENSG00000101266","1273.1.1","N/A","N/A","N/A"
"1274","ARHGAP31","ENSG00000031081","1274.1.1","arhgap31","ENSDARG00000059472","Rho GTPase activating protein 31 [Source:ZFIN;Acc:ZDB-GENE-100922-256]"
"1275","NDRG1","ENSG00000104419","1275.1.1","ndrg1b","ENSDARG00000010420","N-myc downstream regulated 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1648]"
"1275","NDRG1","ENSG00000104419","1275.1.2","ndrg1a","ENSDARG00000032849","N-myc downstream regulated 1a [Source:ZFIN;Acc:ZDB-GENE-030826-34]"
"1276","IDI1","ENSG00000067064","1276.1.1","idi1","ENSDARG00000019976","isopentenyl-diphosphate delta isomerase 1 [Source:ZFIN;Acc:ZDB-GENE-050913-44]"
"1277","VAMP8","ENSG00000118640","1277.1.1","vamp8","ENSDARG00000024116","vesicle-associated membrane protein 8 (endobrevin) [Source:ZFIN;Acc:ZDB-GENE-030131-5215]"
"1278","ARMC2","ENSG00000118690","1278.1.1","armc2","ENSDARG00000022660","armadillo repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-041014-7]"
"1279","UBE4B","ENSG00000130939","1279.1.1","ube4b","ENSDARG00000037017","ubiquitination factor E4B, UFD2 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-020205-1]"
"1280","IL6R","ENSG00000160712","1280.1.1","ghrb","ENSDARG00000007671","growth hormone receptor b [Source:ZFIN;Acc:ZDB-GENE-071119-4]"
"1280","IL6R","ENSG00000160712","1280.1.2","il11ra","ENSDARG00000026736","interleukin 11 receptor subunit alpha [Source:ZFIN;Acc:ZDB-GENE-030131-5942]"
"1280","IL6R","ENSG00000160712","1280.1.3","lifrb","ENSDARG00000039863","LIF receptor subunit alpha b [Source:ZFIN;Acc:ZDB-GENE-080107-2]"
"1280","IL6R","ENSG00000160712","1280.1.4","ghra","ENSDARG00000054771","growth hormone receptor a [Source:ZFIN;Acc:ZDB-GENE-070509-1]"
"1280","IL6R","ENSG00000160712","1280.1.5","lifra","ENSDARG00000098857","LIF receptor subunit alpha a [Source:ZFIN;Acc:ZDB-GENE-050327-16]"
"1280","IL6R","ENSG00000160712","1280.1.6","il6r","ENSDARG00000104474","interleukin 6 receptor [Source:ZFIN;Acc:ZDB-GENE-080107-7]"
"1281","PPARGC1B","ENSG00000155846","1281.1.1","ENSDARG00000101569","ENSDARG00000101569",""
"1282","HEATR6","ENSG00000068097","1282.1.1","heatr6","ENSDARG00000073686","HEAT repeat containing 6 [Source:ZFIN;Acc:ZDB-GENE-080204-118]"
"1283","FBXO24","ENSG00000106336","1283.1.1","N/A","N/A","N/A"
"1284","BRPF1","ENSG00000156983","1284.1.1","BRPF1","ENSDARG00000103665","bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]"
"1285","TMBIM1","ENSG00000135926","1285.1.1","tmbim1a","ENSDARG00000058323","transmembrane BAX inhibitor motif containing 1a [Source:ZFIN;Acc:ZDB-GENE-041010-69]"
"1285","TMBIM1","ENSG00000135926","1285.1.2","ENSDARG00000109373","ENSDARG00000109373",""
"1286","MUTYH","ENSG00000132781","1286.1.1","mutyh","ENSDARG00000074889","mutY DNA glycosylase [Source:ZFIN;Acc:ZDB-GENE-081104-193]"
"1287","PAPSS1","ENSG00000138801","1287.1.1","papss1","ENSDARG00000057099","3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:ZFIN;Acc:ZDB-GENE-080721-5]"
"1288","CSDE1","ENSG00000009307","1288.1.1","csde1","ENSDARG00000074758","cold shock domain containing E1, RNA-binding [Source:ZFIN;Acc:ZDB-GENE-030131-8623]"
"1288","CSDE1","ENSG00000009307","1288.1.2","si:dkeyp-121d4.3","ENSDARG00000089355","si:dkeyp-121d4.3 [Source:ZFIN;Acc:ZDB-GENE-130530-962]"
"1289","IRF9","ENSG00000213928","1289.1.1","irf9","ENSDARG00000016457","interferon regulatory factor 9 [Source:ZFIN;Acc:ZDB-GENE-040912-165]"
"1289","IRF9","ENSG00000213928","1289.1.2","ENSDARG00000055374","ENSDARG00000055374",""
"1290","KLF7","ENSG00000118263","1290.1.1","klf7b","ENSDARG00000043821","Kruppel like factor 7b [Source:ZFIN;Acc:ZDB-GENE-041014-171]"
"1290","KLF7","ENSG00000118263","1290.1.2","klf7a","ENSDARG00000073857","Kruppel like factor 7a [Source:ZFIN;Acc:ZDB-GENE-050522-276]"
"1291","DESI1","ENSG00000100418","1291.1.1","desi1a","ENSDARG00000033140","desumoylating isopeptidase 1a [Source:ZFIN;Acc:ZDB-GENE-040426-1657]"
"1291","DESI1","ENSG00000100418","1291.1.2","desi1b","ENSDARG00000089529","desumoylating isopeptidase 1b [Source:ZFIN;Acc:ZDB-GENE-040426-936]"
"1292","MRPL48","ENSG00000175581","1292.1.1","mrpl48","ENSDARG00000035167","mitochondrial ribosomal protein L48 [Source:ZFIN;Acc:ZDB-GENE-041008-125]"
"1293","EIF3A","ENSG00000107581","1293.1.1","eif3s10","ENSDARG00000076815","eukaryotic translation initiation factor 3, subunit 10 (theta) [Source:ZFIN;Acc:ZDB-GENE-030131-5726]"
"1294","PNPLA7","ENSG00000130653","1294.1.1","PNPLA7","ENSDARG00000040002","patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]"
"1294","PNPLA7","ENSG00000130653","1294.1.2","pnpla7a","ENSDARG00000062986","patatin-like phospholipase domain containing 7a [Source:ZFIN;Acc:ZDB-GENE-070112-1812]"
"1295","ACTB","ENSG00000075624","1295.1.1","N/A","N/A","N/A"
"1296","CIPC","ENSG00000198894","1296.1.1","cipca","ENSDARG00000075397","CLOCK-interacting pacemaker a [Source:ZFIN;Acc:ZDB-GENE-120928-5]"
"1296","CIPC","ENSG00000198894","1296.1.2","cipcb","ENSDARG00000078095","CLOCK-interacting pacemaker b [Source:ZFIN;Acc:ZDB-GENE-091204-292]"
"1297","NUP205","ENSG00000155561","1297.1.1","nup205","ENSDARG00000042530","nucleoporin 205 [Source:ZFIN;Acc:ZDB-GENE-040715-8]"
"1298","SLC16A1","ENSG00000155380","1298.1.1","slc16a1a","ENSDARG00000016963","solute carrier family 16 member 1a [Source:ZFIN;Acc:ZDB-GENE-110408-16]"
"1298","SLC16A1","ENSG00000155380","1298.1.2","slc16a1b","ENSDARG00000068572","solute carrier family 16 member 1b [Source:ZFIN;Acc:ZDB-GENE-030515-5]"
"1299","TNFAIP2","ENSG00000185215","1299.1.1","tnfaip2a","ENSDARG00000043416","tumor necrosis factor, alpha-induced protein 2a [Source:ZFIN;Acc:ZDB-GENE-041210-301]"
"1299","TNFAIP2","ENSG00000185215","1299.1.2","tnfaip2b","ENSDARG00000058160","tumor necrosis factor, alpha-induced protein 2b [Source:ZFIN;Acc:ZDB-GENE-081107-56]"
"1300","KAT8","ENSG00000103510","1300.1.1","kat8","ENSDARG00000027187","K(lysine) acetyltransferase 8 [Source:ZFIN;Acc:ZDB-GENE-030131-7510]"
"1301","ARL5C","ENSG00000141748","1301.1.1","N/A","N/A","N/A"
"1302","CHST11","ENSG00000171310","1302.1.1","chst11","ENSDARG00000034375","carbohydrate (chondroitin 4) sulfotransferase 11 [Source:ZFIN;Acc:ZDB-GENE-040315-1]"
"1303","VMP1","ENSG00000062716","1303.1.1","vmp1","ENSDARG00000012450","vacuole membrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8733]"
"1304","CDC27","ENSG00000004897","1304.1.1","cdc27","ENSDARG00000056258","cell division cycle 27 [Source:ZFIN;Acc:ZDB-GENE-990706-2]"
"1305","HTRA2","ENSG00000115317","1305.1.1","HTRA2","ENSDARG00000069909","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"1305","HTRA2","ENSG00000115317","1305.1.2","ENSDARG00000070138","ENSDARG00000070138",""
"1305","HTRA2","ENSG00000115317","1305.1.3","HTRA2","ENSDARG00000076713","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"1305","HTRA2","ENSG00000115317","1305.1.4","ENSDARG00000088743","ENSDARG00000088743",""
"1305","HTRA2","ENSG00000115317","1305.1.5","htra2-3","ENSDARG00000092061","HtrA serine peptidase 2-3 [Source:ZFIN;Acc:ZDB-GENE-081028-21]"
"1305","HTRA2","ENSG00000115317","1305.1.6","ENSDARG00000092094","ENSDARG00000092094",""
"1305","HTRA2","ENSG00000115317","1305.1.7","HTRA2","ENSDARG00000092133","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"1305","HTRA2","ENSG00000115317","1305.1.8","htra2-6","ENSDARG00000092202","HtrA serine peptidase 2-6 [Source:ZFIN;Acc:ZDB-GENE-141219-11]"
"1305","HTRA2","ENSG00000115317","1305.1.9","HTRA2","ENSDARG00000092380","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"1305","HTRA2","ENSG00000115317","1305.1.10","htra2-14","ENSDARG00000092625","HtrA serine peptidase 2-14 [Source:ZFIN;Acc:ZDB-GENE-080215-8]"
"1305","HTRA2","ENSG00000115317","1305.1.11","ENSDARG00000093005","ENSDARG00000093005",""
"1305","HTRA2","ENSG00000115317","1305.1.12","ENSDARG00000094236","ENSDARG00000094236",""
"1305","HTRA2","ENSG00000115317","1305.1.13","HTRA2","ENSDARG00000094403","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"1305","HTRA2","ENSG00000115317","1305.1.14","HTRA2","ENSDARG00000094741","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"1305","HTRA2","ENSG00000115317","1305.1.15","HTRA2","ENSDARG00000094749","si:dkey-84o3.2 [Source:ZFIN;Acc:ZDB-GENE-091113-19]"
"1305","HTRA2","ENSG00000115317","1305.1.16","ENSDARG00000094878","ENSDARG00000094878",""
"1305","HTRA2","ENSG00000115317","1305.1.17","HTRA2","ENSDARG00000094995","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"1305","HTRA2","ENSG00000115317","1305.1.18","si:dkey-112g5.14","ENSDARG00000095314","si:dkey-112g5.14 [Source:ZFIN;Acc:ZDB-GENE-081028-28]"
"1305","HTRA2","ENSG00000115317","1305.1.19","HTRA2","ENSDARG00000095545","si:dkey-33c12.12 [Source:ZFIN;Acc:ZDB-GENE-081028-30]"
"1305","HTRA2","ENSG00000115317","1305.1.20","si:dkey-84o3.7","ENSDARG00000095687","si:dkey-84o3.7 [Source:ZFIN;Acc:ZDB-GENE-091113-30]"
"1305","HTRA2","ENSG00000115317","1305.1.21","htra2-14","ENSDARG00000111633","HtrA serine peptidase 2-14 [Source:ZFIN;Acc:ZDB-GENE-080215-8]"
"1305","HTRA2","ENSG00000115317","1305.1.22","ENSDARG00000114913","ENSDARG00000114913",""
"1305","HTRA2","ENSG00000115317","1305.1.23","HTRA2","ENSDARG00000115106","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"1305","HTRA2","ENSG00000115317","1305.1.24","ENSDARG00000115120","ENSDARG00000115120",""
"1305","HTRA2","ENSG00000115317","1305.1.25","ENSDARG00000116494","ENSDARG00000116494",""
"1306","DNAJB12","ENSG00000148719","1306.1.1","dnajb12a","ENSDARG00000039363","DnaJ heat shock protein family (Hsp40) member B12a [Source:ZFIN;Acc:ZDB-GENE-030131-2725]"
"1306","DNAJB12","ENSG00000148719","1306.1.2","dnajb12b","ENSDARG00000087473","DnaJ heat shock protein family (Hsp40) member B12b [Source:ZFIN;Acc:ZDB-GENE-070410-128]"
"1307","FADD","ENSG00000168040","1307.1.1","fadd","ENSDARG00000103021","Fas (tnfrsf6)-associated via death domain [Source:ZFIN;Acc:ZDB-GENE-070606-3]"
"1308","PPP3CA","ENSG00000138814","1308.1.1","N/A","N/A","N/A"
"1309","ZNF335","ENSG00000198026","1309.1.1","znf335","ENSDARG00000076920","zinc finger protein 335 [Source:ZFIN;Acc:ZDB-GENE-130530-814]"
"1310","GLG1","ENSG00000090863","1310.1.1","GLG1","ENSDARG00000061282","golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]"
"1310","GLG1","ENSG00000090863","1310.1.2","glg1b","ENSDARG00000101210","golgi glycoprotein 1b [Source:ZFIN;Acc:ZDB-GENE-060825-255]"
"1311","LATS1","ENSG00000131023","1311.1.1","lats1","ENSDARG00000003751","large tumor suppressor kinase 1 [Source:ZFIN;Acc:ZDB-GENE-050523-2]"
"1312","BMS1","ENSG00000165733","1312.1.1","bms1","ENSDARG00000054154","BMS1 ribosome biogenesis factor [Source:ZFIN;Acc:ZDB-GENE-060720-2]"
"1313","RAPGEF2","ENSG00000109756","1313.1.1","rapgef2b","ENSDARG00000005482","Rap guanine nucleotide exchange factor 2b [Source:ZFIN;Acc:ZDB-GENE-030131-6959]"
"1314","UBE2F","ENSG00000184182","1314.1.1","ube2f","ENSDARG00000025754","ubiquitin-conjugating enzyme E2F (putative) [Source:ZFIN;Acc:ZDB-GENE-040426-2557]"
"1315","OSBPL9","ENSG00000117859","1315.1.1","osbpl9","ENSDARG00000069298","oxysterol binding protein-like 9 [Source:ZFIN;Acc:ZDB-GENE-061110-103]"
"1316","PPM1A","ENSG00000100614","1316.1.1","ppm1aa","ENSDARG00000032155","protein phosphatase, Mg2+/Mn2+ dependent, 1Aa [Source:ZFIN;Acc:ZDB-GENE-991102-15]"
"1316","PPM1A","ENSG00000100614","1316.1.2","ppm1ab","ENSDARG00000043250","protein phosphatase, Mg2+/Mn2+ dependent, 1Ab [Source:ZFIN;Acc:ZDB-GENE-991102-14]"
"1317","KIF5C","ENSG00000168280","1317.1.1","N/A","N/A","N/A"
"1318","SLC15A4","ENSG00000139370","1318.1.1","slc15a4","ENSDARG00000102612","solute carrier family 15 member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1047]"
"1319","AGPAT5","ENSG00000155189","1319.1.1","agpat5","ENSDARG00000063187","1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon) [Source:ZFIN;Acc:ZDB-GENE-060929-914]"
"1320","ROPN1L","ENSG00000145491","1320.1.1","ropn1l","ENSDARG00000058370","rhophilin associated tail protein 1-like [Source:ZFIN;Acc:ZDB-GENE-040724-235]"
